00:00 xSpiderMan     : YO TEK
05:48 Tektronic      : THATS THE GAYEST SHIT
05:48 donabella09    : u bitch
05:48 donabella09    : tek do it faster for the time
05:49 Tektronic      : u mean how it chooses someone?
05:49 donabella09    : nah .-.
05:49 Tektronic      : idk what u mean
05:49 Tektronic      : rofl
05:49 donabella09    : dam ;-;
05:49 donabella09    : XD
05:49 xSpiderMan     : Lol im in plots
05:50 donabella09    : so u get no sht XD
05:50 xSpiderMan     : ik im building the laser tag map for tek
05:50 donabella09    : ah
05:50 Sorlin         : tek
05:50 Sorlin         : it isnt targeting me anymore
05:50 xSpiderMan     : Watch it be sorlin
05:50 Tektronic      : SPIDEY
05:50 xSpiderMan     : ?
05:51 Tektronic      : its cummin 4 u
05:51 Tektronic      : shit
05:51 Sorlin         : :D
05:51 donabella09    : XD
05:51 donabella09    : tek can u do /kill?
05:51 Sorlin         : NO
05:51 donabella09    : XD
05:51 Tektronic      : lolol
05:51 donabella09    : would u give me /kill?
05:51 Tektronic      : bella go GMC
05:51 donabella09    : k
05:51 Tektronic      : cmon me or dona
05:52 donabella09    : XD
05:52 donabella09    : DAMMIT!!
05:52 Tektronic      : i want to test it on GMC
05:52 donabella09    : i should of tp to u XD
05:52 Sorlin         : I GOT 7 LVLS BAK
05:52 Sorlin         : xD
05:52 xSpiderMan     : Dona accept im glitched out
05:52 Tektronic      : SHIT
05:52 Sorlin         : WOOT
05:52 xSpiderMan     : im on teh floor
05:52 donabella09    : nice
05:52 xSpiderMan     : cx
05:52 Sorlin         : Tek its not going 4 me anymore
05:52 donabella09    : XD
05:52 Tektronic      : YAS
05:52 xSpiderMan     : lol
05:53 Tektronic      : it killed u in gmc
05:53 donabella09    : i was in plots XD
05:53 xSpiderMan     : She didnt die
05:53 xSpiderMan     : She is still alive here on my plot
05:53 Tektronic      : u didnt die bella?
05:53 donabella09    : no XD
05:53 Tektronic      : GAYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY
05:53 donabella09    : i was in plot
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Sorlin         : Dona
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 Tektronic      : KILL ME
05:53 xSpiderMan     : That happened 2 meh aswell
05:53 donabella09    : XD
05:54 donabella09    : nope
05:54 Tektronic      : dafuq
05:54 donabella09    : i didnt die
05:54 xSpiderMan     : We dont die
05:54 Sorlin         : Tek
05:54 donabella09    : ok now i did when i went back to survival
05:54 Sorlin         : tekkk
05:54 Tektronic      : i rigged it
05:54 Tektronic      : it will kill me every time
05:54 Tektronic      : xD
05:54 donabella09    : :o
05:55 donabella09    : i still got meh 6 exp :D
05:55 Tektronic      : shit
05:55 Tektronic      : i forgot about that part
05:55 Sorlin         : Dona wants to be able to tp people to her because she wants to make people marry
05:55 xSpiderMan     : Tek dis is da map so far
05:55 donabella09    : XD
05:55 donabella09    : welp XD
05:55 xSpiderMan     : LOL
05:55 Tektronic      : hm
05:55 Sorlin         : Tek, Dona wants to be able to tp people to her because she wants to make people marry
05:55 Sorlin         : Shes weirddd
05:56 donabella09    : ...i feel like sorlin wants to be married <.<
05:56 Sorlin         : NO
05:56 xSpiderMan     : Im the one who created this whole marry thing >.<
05:56 Sorlin         : EWW
05:56 Sorlin         : NO
05:56 donabella09    : ik spidey
05:56 donabella09    : im helping ur church
05:56 Sorlin         : EWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW
05:56 donabella09    : WHERES FORREST WHEN U NEED HER!!! T^T
05:56 xSpiderMan     : Ye, ApocalaypseInc sponsors da church
05:56 Sorlin         : -_-
05:56 Tektronic      : fyck
05:57 Tektronic      : cmon
05:57 Tektronic      : stupid ass
05:57 Tektronic      : kill me
05:57 Tektronic      : bitch ass script
05:57 donabella09    : XD
05:57 Tektronic      : come at me script
05:57 Tektronic      : yea dats right
05:57 Sorlin         : Dona i told tek so he DOSENT give you that tp power
05:57 donabella09    : lemme try it
05:57 Tektronic      : back away like a pussy script u are
05:57 Tektronic      : psh
05:57 Tektronic      : even console wont kill me
05:57 Tektronic      : its afraid
05:57 Tektronic      : see?
05:57 donabella09    : T^T
05:57 Tektronic      : pussy ass script
05:58 Tektronic      : wtf
05:58 Tektronic      : cmon
05:58 donabella09    : tiki would u give me the /tp for me to tp people to me or nah?
05:58 Tektronic      : i think i already did
05:58 Tektronic      : didnt i
05:58 Sorlin         : DONT
05:58 Sorlin         : DONT DO IT
05:58 donabella09    : no u give me the one where i only can tp to people
05:58 donabella09    : not vice versa
05:58 xSpiderMan     : Dis is the map so far tek cx
05:59 Tektronic      : idk
05:59 Sorlin         : DONT GIVE HER IT TEK
05:59 donabella09    : ...
05:59 donabella09    : sorlin wants to be a lonely cat person
05:59 xSpiderMan     : mhm
05:59 donabella09    : im just trying to help him out ;-;
05:59 Sorlin         : AM NOT
06:00 xSpiderMan     : Ikrr
06:00 Tektronic      : okay
06:00 Tektronic      : idk
06:00 donabella09    : WAH!! DX
06:00 donabella09    : XD
06:00 Tektronic      : i'll work ont he script later
06:00 Tektronic      : for now, it just kills u in whatever gamemode ur in i think
06:00 Tektronic      : oops
06:00 Sorlin         : TEK
06:00 Tektronic      : WHAT
06:00 Sorlin         : DONT GIVE HER IT
06:00 Sorlin         : PLEASE
06:00 Tektronic      : dona dont u have TP
06:00 xSpiderMan     : Tek, for world edit wat would I use to replace grass with black woo?
06:00 xSpiderMan     : wool? *
06:00 donabella09    : i do but i can only tp to people for me not the other way around
06:00 xSpiderMan     : Sum1 pls answer
06:01 donabella09    : like i cant do /tp (player to) (player)
06:01 Tektronic      : u want to bring him to u?
06:01 donabella09    : si
06:01 xSpiderMan     : Do /tphere
06:01 donabella09    : it says i dont have access
06:01 xSpiderMan     : o
06:02 Tektronic      : try now
06:02 donabella09    : there
06:02 donabella09    : XD
06:02 xSpiderMan     : What command would I use to replace grass with black wool???
06:02 xSpiderMan     : ANSWER PLS
06:02 Sorlin         : ...
06:02 donabella09    : sorlin~
06:02 Sorlin         : tek ur evil
06:02 Tektronic      : what id is black wool
06:02 donabella09    : tiki give me access :3
06:02 xSpiderMan     : idk tek
06:02 Tektronic      : idk either
06:02 xSpiderMan     : ill google it
06:02 donabella09    : XD
06:02 Sorlin         : i hate chu tek
06:03 Tektronic      : SHE GMSED
06:03 donabella09    : SPIDEY COME TO THE CHURCH!!!
06:03 Sorlin         : ?
06:03 donabella09    : i tped to plots before that happened XD
06:03 xSpiderMan     : kk the id is 15
06:03 donabella09    : /msg xspidey spidey u wanna get married again? 
06:03 xSpiderMan     : thx so much google
06:03 donabella09    : /msg xspide spidey u wanna get married again? 
06:03 Sorlin         : .//set wool:15
06:04 xSpiderMan     : /r marry who? 
06:04 donabella09    : /r sorlin 
06:04 xSpiderMan     : /r erm 
06:04 donabella09    : /r no? 
06:04 xSpiderMan     : /r knifely must approve 
06:04 donabella09    : /r KNIFELY APPROVES!! XD 
06:04 xSpiderMan     : /r knifely does not approve 
06:04 donabella09    : /r XD 
06:04 donabella09    : sorlin~
06:04 Sorlin         : ...
06:04 xSpiderMan     : /r dis is my first time using world edit for one of my builds 
06:04 donabella09    : hehe~
06:05 donabella09    : /r i never used we 
06:05 xSpiderMan     : /r dis is my first time 
06:05 xSpiderMan     : /r its great, tpa 2 me 
06:05 xSpiderMan     : /r i need 2 show u how amazing it is 
06:05 donabella09    : /r im scared that world edit will mess my sht up 
06:05 xSpiderMan     : /r kk watch 
06:05 donabella09    : /r i mean like it is a good thing to use 
06:06 donabella09    : /r omg ur eyes r so creepy XD 
06:06 xSpiderMan     : /r cx 
06:06 Tektronic      : lol sry sora
06:06 Tektronic      : i'll stop picki on u
06:06 Sorlin         : rly
06:06 donabella09    : /r its just like o3o 
06:06 Tektronic      : ima go pick on spidey
06:06 Tektronic      : he thinks im a pedo anyway
06:06 Sorlin         : welp i currently HATE dona
06:06 xSpiderMan     : k im making the laser tag map
06:06 donabella09    : aww thx
06:06 Sorlin         : -_-
06:07 donabella09    : sup
06:07 Sorlin         : it wasnt a complement
06:07 donabella09    : to me it was a beautiful speech
06:07 Sorlin         : -_-
06:07 Tektronic      : is this a torture chamber bella
06:07 donabella09    : nah XD
06:07 donabella09    : just a gaming room
06:07 Tektronic      : im bored
06:08 xSpiderMan     : same
06:08 donabella09    : XD
06:08 Sorlin         : Tek do u understand wht u did
06:08 Sorlin         : h,,
06:08 Sorlin         : hmm
06:08 Sorlin         : do u?
06:08 Tektronic      : what sora
06:08 Sorlin         : u do know wat dona using tp for rigt
06:08 donabella09    : XD
06:09 donabella09    : tek im being a good friend to him im trying to not make him a crazy cat person
06:09 Tektronic      : yeah so you can get ur jollies off of being tortured by a girl
06:09 Sorlin         : XD
06:09 Tektronic      : its clear u like bella dominating u
06:09 Sorlin         : no tek xD
06:09 Tektronic      : very apparent
06:09 Sorlin         : just no
06:09 Tektronic      : i dont believe u
06:09 Sorlin         : when will u den
06:09 Tektronic      : never
06:09 Tektronic      : cuz its obvious u like her torture
06:09 Sorlin         : i cant kill her shes in gmc
06:10 donabella09    : GET INTO DA CHOPPER!!!!
06:10 Sorlin         : -_-
06:10 Tektronic      : yea but u always had the optin to TP away
06:10 Tektronic      : and u never did
06:10 donabella09    : i cant kill him either becuz im in the same faction as him
06:10 Tektronic      : so it was clear u liked it
06:10 Sorlin         : its call rping
06:10 Tektronic      : right
06:10 donabella09    : XD
06:10 Tektronic      : so u are enjoying it
06:10 Tektronic      : thats my point
06:10 Sorlin         : nope
06:10 Tektronic      : that makes no sense sora
06:10 Tektronic      : if u didnt like it u wouldn't do it
06:10 xSpiderMan     : Dona, I feel u
06:10 donabella09    : ?
06:10 donabella09    : what chu mean?
06:10 Sorlin         : -_-
06:11 xSpiderMan     : I accidently spawned a huge block of dirt with WE
06:11 donabella09    : XD
06:11 xSpiderMan     : It crossed over 2 my other plot
06:11 donabella09    : dam
06:11 Sorlin         : .//undo
06:11 donabella09    : thats why i dont like to use world edit
06:11 xSpiderMan     : omg
06:11 xSpiderMan     : I wish I thought of that forlin
06:11 xSpiderMan     : Now I feel stupid
06:11 Sorlin         : -_-
06:11 Tektronic      : forskin
06:11 donabella09    : XD
06:11 Sorlin         : ima just jump in this lava now
06:12 donabella09    : oh noes
06:13 Tektronic      : TYAY
06:13 donabella09    : XD
06:13 xSpiderMan     : omg
06:13 xSpiderMan     : I thought of a way to make it so u can sit on my chairs in church
06:13 xSpiderMan     : i hope dis works
06:13 Sorlin         : wat
06:13 donabella09    : oh yea theres like a sit plugin i think .-.
06:13 xSpiderMan     : nu
06:14 Sorlin         : the minecart trick
06:14 xSpiderMan     : Its without plugins
06:14 xSpiderMan     : mhm sorlin
06:14 donabella09    : ....
06:14 xSpiderMan     : you cant place minecarts or pistons tho
06:14 xSpiderMan     : ...
06:14 xSpiderMan     : welp
06:14 Sorlin         : xD
06:14 donabella09    : WHAT CHU MEAN!!!
06:14 xSpiderMan     : cx
06:14 Tektronic      : dona can place minecarts and pistons tho
06:14 donabella09    : ur eyes r so creepy XD
06:14 Tektronic      : cuz shes admin
06:14 Tektronic      : right dona?
06:15 donabella09    : yea
06:15 Tektronic      : ok
06:15 xSpiderMan     : Nu tek
06:15 xSpiderMan     : I will use WE
06:15 Tektronic      : ye tek
06:15 xSpiderMan     : Cuz I can use the block id
06:15 Sorlin         : im just messing around with the airsoft guns i got around me
06:15 Tektronic      : oo dats a good point
06:15 Tektronic      : i never thought about that
06:16 xSpiderMan     : ugh
06:16 xSpiderMan     : I cant find the id for minecart
06:16 xSpiderMan     : I found the piston tho
06:16 xSpiderMan     : i dunt think the minecart even has a block id
06:16 xSpiderMan     : o.O
06:16 Sorlin         : Thhis airsoft gun is cool
06:17 donabella09    : ...
06:17 Tektronic      : minecart is a entity i think
06:17 Sorlin         : its got a flashlight and a laserdot
06:17 xSpiderMan     : erm
06:17 xSpiderMan     : Idk wut 2 do now :-:
06:17 Sorlin         : and its an m4
06:17 Tektronic      : xSpiderMan can u do /plot trust Tektronic
06:17 Tektronic      : i want to test somehin
06:17 xSpiderMan     : erm
06:18 xSpiderMan     : ill trust u 2 my other plot, c'mere
06:18 Sorlin         : idk wat to do
06:18 Tektronic      : fine i'll just make u say it
06:18 xSpiderMan     : Oh ok fine
06:18 xSpiderMan     : Der
06:18 donabella09    : /me touches sorlins car* :3 
06:18 xSpiderMan     : There
06:18 Sorlin         : SOMEONE TELL ME WAT TO DO IM BORED
06:18 xSpiderMan     : wut u doing?
06:18 donabella09    : rp? .-.
06:18 Sorlin         : NO
06:18 xSpiderMan     : nu, tek
06:18 donabella09    : mk den be bored
06:19 donabella09    : OH!!! I KNOW WHAT U CAN!!!
06:19 donabella09    : *DO!!
06:19 Sorlin         : ...
06:19 xSpiderMan     : tek r u just learning we
06:19 xSpiderMan     : cuz dis looks sad
06:19 donabella09    : BRING UR CRUSHY WUSHY ON HERE!!! T^T
06:19 Sorlin         : ---
06:19 Sorlin         : -_-
06:19 Sorlin         : guess wat
06:19 donabella09    : cmon sorlin
06:19 Tektronic      : thx spidey im dun
06:19 donabella09    : wat?
06:19 Sorlin         : my crush knows i like her XD
06:19 xSpiderMan     : Tek
06:19 donabella09    : XD
06:20 donabella09    : wait....
06:20 xSpiderMan     : XD
06:20 Tektronic      : go for it
06:20 Tektronic      : u'll just crash
06:20 xSpiderMan     : cx
06:20 donabella09    : UR DATING HER?!?!?!
06:20 Sorlin         : shes just not alound to date
06:20 Sorlin         : no
06:20 Sorlin         : XD
06:20 Sorlin         : aloud*
06:20 donabella09    : dammit
06:20 Sorlin         : xD
06:20 donabella09    : #TAIGE!!!
06:20 Sorlin         : ...
06:20 Sorlin         : ill leave
06:20 donabella09    : XD
06:20 xSpiderMan     : oo
06:20 xSpiderMan     : wuts dis
06:21 xSpiderMan     : idc im keeping it
06:21 Sorlin         : shiney
06:21 donabella09    : #POBY!!! XD
06:21 Tektronic      : they are unbreakable
06:21 Sorlin         : -_-
06:21 xSpiderMan     : U have 2 use WE 2 break those blocks
06:21 xSpiderMan     : o.O
06:21 donabella09    : what is this?
06:21 xSpiderMan     : structure block
06:23 Sorlin         : ima go sleep
06:23 Sorlin         : PEACE
06:23 xSpiderMan     : bai
06:23 Sorlin         : PEACE NOW
06:24 xSpiderMan     : erm
06:24 xSpiderMan     : wut now
06:26 xSpiderMan     : NU
06:26 xSpiderMan     : y tek
06:26 Tektronic      : :(
06:26 Tektronic      : gotta be done
06:26 xSpiderMan     : y
06:26 Tektronic      : otherwise you will have stuff that other ppl dont
06:26 xSpiderMan     : ...
06:27 xSpiderMan     : Well can I have it but then you break it when I am done?
06:27 Tektronic      : what do you plan on doing with it?
06:27 xSpiderMan     : Idk
06:27 Tektronic      : lol
06:27 xSpiderMan     : xD
06:27 Tektronic      : let me know when u have an idea
06:27 Tektronic      : i wouldn't get ur hopes up tho
06:27 xSpiderMan     : spawn the ender dragon
06:27 xSpiderMan     : XD
06:27 xSpiderMan     : Hopes are not up for that one
06:28 xSpiderMan     : No way
06:28 xSpiderMan     : would ruin plots.
06:28 Tektronic      : i tried
06:28 Tektronic      : it didnt work
06:28 xSpiderMan     : kk so I can try it?
06:28 Tektronic      : sure
06:28 xSpiderMan     : kk im building the shrine
06:28 xSpiderMan     : lemme get some block ids
06:28 xSpiderMan     : kk lez see
06:29 xSpiderMan     : kk ill replace dis now
06:29 xSpiderMan     : ...
06:29 xSpiderMan     : tek y
06:29 xSpiderMan     : :(
06:29 Tektronic      : cuz otherwise ppl can do bad shit
06:30 Tektronic      : worldedit has been moved to staff only again
06:30 xSpiderMan     : I needed it 2 build the map actually
06:30 Tektronic      : dang
06:30 xSpiderMan     : For the walls and teh roof
06:30 xSpiderMan     : well, rip the map xD
06:30 Tektronic      : lol x
06:30 Tektronic      : DDD
06:30 xSpiderMan     : Hope somebody else is willing to do it :P
06:31 Tektronic      : trump luvz 2 build
06:31 xSpiderMan     : I do 2
06:31 xSpiderMan     : I alrdy had most of it set up
06:31 Tektronic      : ya but trump has WE cuz he's staff
06:31 xSpiderMan     : ik
06:31 xSpiderMan     : this was it :P
06:31 Tektronic      : nice bro
06:31 xSpiderMan     : I wasnt finished
06:31 Tektronic      : a_
06:31 Tektronic      : a+
06:32 xSpiderMan     : I might delete the plot tho
06:32 Tektronic      : i agree
06:32 xSpiderMan     : erm
06:32 xSpiderMan     : today has already been horrible...
06:32 Tektronic      : that sux
06:33 xSpiderMan     : omg
06:33 xSpiderMan     : I messed up on it anyways
06:33 xSpiderMan     : Easy fix tho
06:33 xSpiderMan     : Well trump is gonna have 2 build it :P
06:33 xSpiderMan     : Wb dona
06:33 Tektronic      : i was pushing her
06:34 xSpiderMan     : Tek
06:34 Tektronic      : ayy
06:34 xSpiderMan     : Could I use WE for this plot? I needed WE to finish the map...
06:34 Tektronic      : unfortunately it doesnt' work per-plot
06:34 xSpiderMan     : ik
06:35 xSpiderMan     : I just need it until I log off :P
06:35 Tektronic      : dont worry i can have trump build a cool laser tag one in a cave or somethin
06:35 Tektronic      : u dont have to worry
06:35 xSpiderMan     : :(
06:35 Tektronic      : u can also get dona to help u
06:35 xSpiderMan     : fak meh lifee
06:35 xSpiderMan     : fr thooo
06:36 Tektronic      : french tho
06:36 xSpiderMan     : fml
06:36 xSpiderMan     : der
06:36 Tektronic      : BALLA
06:36 Tektronic      : DER U ARE
06:36 donabella09    : .-.
06:36 xSpiderMan     : How 2 untrust people?
06:36 donabella09    : do /plot untrust (player)
06:36 Tektronic      : balla how to untrst
06:36 Tektronic      : ok
06:37 Tektronic      : there
06:37 xSpiderMan     : der
06:37 donabella09    : ok what do u need? .-.
06:37 xSpiderMan     : I cant unadd tek
06:37 xSpiderMan     : :-:
06:37 donabella09    : ...
06:38 donabella09    : do /untrust tektronic
06:38 xSpiderMan     : Tek
06:38 Tektronic      : ayy
06:38 donabella09    : while ur on the plot
06:38 xSpiderMan     : hit dis block
06:38 xSpiderMan     : ...
06:38 xSpiderMan     : IT DUNT WORK
06:38 donabella09    : welp
06:39 Tektronic      : /msg donabella09 he didnt even run the command u said to...xD i can see from console lol 
06:39 donabella09    : /r XD 
06:39 donabella09    : /r what command was it? 
06:39 Tektronic      : /r the command u told him to 
06:39 xSpiderMan     : I wanted to make teh map for the thing
06:39 xSpiderMan     : xD
06:39 donabella09    : /r welp 
06:39 Tektronic      : /r xD 
06:39 Tektronic      : OH SHIT
06:39 donabella09    : XD
06:39 Tektronic      : balla
06:39 Tektronic      : y u do dis
06:39 donabella09    : XD
06:39 donabella09    : i forgot it was u auto
06:39 donabella09    : XD
06:39 Tektronic      : LOL
06:39 xSpiderMan     : fuck dis shit
06:40 Tektronic      : did he die?
06:40 xSpiderMan     : I have all meh shit
06:40 donabella09    : idk
06:40 Tektronic      : idk either
06:40 Tektronic      : balla how was ur sleepover last night
06:40 xSpiderMan     : /me is done talking for the dar. 
06:40 donabella09    : sleepover?
06:40 xSpiderMan     : /me day * 
06:40 Tektronic      : i thought u were sleepin at ur friends house
06:40 donabella09    : tek it wasnt a sleepover XD
06:40 Tektronic      : what was it?
06:41 donabella09    : just hanging out with my friends
06:41 Tektronic      : did u sleep at their house?
06:41 donabella09    : no
06:41 Tektronic      : oh
06:41 Tektronic      : did u go camping?
06:41 donabella09    : ok lemme tell u why i left the server early
06:41 xSpiderMan     : sht
06:41 donabella09    : becuz i had to wake up early
06:41 donabella09    : to go to her house at 8
06:41 Tektronic      : oh okay
06:41 donabella09    : and my dad picking me up at her house
06:42 xSpiderMan     : tek
06:42 Tektronic      : xD
06:42 Tektronic      : ayy
06:42 xSpiderMan     : Mute meh for 10 hours pls
06:42 xSpiderMan     : PLS
06:42 Tektronic      : can i just jail u?
06:42 xSpiderMan     : nu
06:42 donabella09    : i want to mute him
06:42 xSpiderMan     : I want mute for 10 hours :-:
06:42 donabella09    : sht
06:42 donabella09    : i dont have access.... TEK U LIED TO MEH!!!
06:43 Tektronic      : oh lol
06:43 xSpiderMan     : mute me pls
06:43 donabella09    : i was gonna mute chu .-.
06:43 Tektronic      : if u want to be muted, just dont talk
06:43 xSpiderMan     : Tek
06:43 donabella09    : ...
06:43 xSpiderMan     : I need u 2 mute meh
06:43 donabella09    : he can be a mime
06:44 xSpiderMan     : A MIME
06:44 xSpiderMan     : tek
06:44 Tektronic      : ayy
06:44 xSpiderMan     : get barrier blocks and put em around me
06:44 Tektronic      : lol
06:44 xSpiderMan     : I will be a mime
06:44 donabella09    : ENTERTAINMENT!!! :D
06:45 donabella09    : change ur skin
06:45 xSpiderMan     : id for barrier is 166
06:45 donabella09    : to a mime one :3
06:45 xSpiderMan     : Put walls around teh box
06:45 donabella09    : whats the block for 666?
06:45 xSpiderMan     : notjomg
06:45 donabella09    : or is there no block id for 666 .-.
06:45 xSpiderMan     : r u srs
06:45 Tektronic      : walls
06:46 Tektronic      : like u asked
06:46 xSpiderMan     : ...
06:46 xSpiderMan     : Give meh teh barrier pls
06:46 xSpiderMan     : k ill do it right
06:47 Tektronic      : ur just standing there
06:47 donabella09    : ...
06:47 Tektronic      : i dont think its doing what he thinks its doing
06:47 Tektronic      : lol
06:47 donabella09    : XD
06:47 donabella09    : aww XD
06:47 donabella09    : WHAT!!!
06:47 xSpiderMan     : ty plots
06:47 donabella09    : DAMMIT!!!
06:48 Tektronic      : lol
06:48 xSpiderMan     : irl I have visions :3
06:48 donabella09    : i need that exp
06:48 Tektronic      : me too its called eyes
06:48 xSpiderMan     : ...
06:48 Tektronic      : gay
06:48 xSpiderMan     : Erm, how 2 explain it...
06:48 Tektronic      : it kille dme
06:48 donabella09    : sorry imma be spammin this sht
06:48 xSpiderMan     : I got it
06:48 xSpiderMan     : I see weird shit
06:48 donabella09    : ;-;
06:49 xSpiderMan     : Ye
06:49 Tektronic      : me too especially after i eat burritos
06:49 xSpiderMan     : I once saw somebody's foot
06:49 Tektronic      : i saw someones face once
06:49 xSpiderMan     : the foot was just rn
06:49 xSpiderMan     : I see shet
06:49 xSpiderMan     : I hear shet
06:49 xSpiderMan     : its called living
06:49 Tektronic      : i see shet and hear shet after during and after pewpin
06:49 donabella09    : XD
06:49 xSpiderMan     : xd
06:49 Tektronic      : lol
06:50 Tektronic      : i smell shet then too
06:50 donabella09    : XD
06:50 Tektronic      : once i saw someones hand
06:50 Tektronic      : it was connected to their wrist
06:50 Tektronic      : it was really weird
06:50 xSpiderMan     : holy shet
06:50 Tektronic      : ikr
06:50 xSpiderMan     : go see your doctor dude
06:50 Tektronic      : it wasnt me
06:50 xSpiderMan     : that shet aint a good signn
06:50 Tektronic      : it was like, some person
06:50 Tektronic      : idk
06:50 Tektronic      : it was a total stranger
06:50 xSpiderMan     : fka
06:50 Tektronic      : ikr
06:51 Tektronic      : they had a face AND a hand
06:51 Tektronic      : idk
06:51 Tektronic      : pretty fucked if u ask me
06:51 xSpiderMan     : HOLY SHIT
06:51 xSpiderMan     : FAK
06:51 donabella09    : ...
06:52 xSpiderMan     : And you.... are.... it...
06:52 donabella09    : ....
06:52 donabella09    : ;-;
06:52 donabella09    : fml
06:52 xSpiderMan     : TWD reference.
06:52 Tektronic      : lol bella was in GMC
06:52 Tektronic      : she didnt get the xp
06:52 xSpiderMan     : cx
06:52 donabella09    : XD
06:52 xSpiderMan     : I fucking love twd
06:52 donabella09    : i thought i was gonna die
06:52 xSpiderMan     : CORLL
06:52 donabella09    : XD
06:52 xSpiderMan     : CORLL
06:53 donabella09    : i faking hate washing my hair
06:53 xSpiderMan     : CORLLLL
06:53 donabella09    : GAWD DAMMIT CORLLL AINT HERE
06:53 xSpiderMan     : "Liar!" -cuts hershel's head off with michonne's katana-
06:53 donabella09    : YAY!!!
06:54 Tektronic      : gj balla
06:54 donabella09    : YAS!!!
06:54 xSpiderMan     : "Were all, infected.."
06:54 xSpiderMan     : "In this world, you kill or you die, or you die and you kill...."
06:55 xSpiderMan     : "If Daryl dies, we riot"
06:55 Tektronic      : wow its alrady 2am
06:55 xSpiderMan     : "We, are the walking dead..."
06:55 Tektronic      : i gotta go to bed
06:55 xSpiderMan     : for me its 11pm
06:55 Tektronic      : dam
06:55 donabella09    : its 3 over here
06:55 Tektronic      : peace out niggaz
06:55 xSpiderMan     : bai
06:55 donabella09    : cya
06:55 Tektronic      : one last one
06:56 Tektronic      : shit
06:56 xSpiderMan     : "Were gonna come for them, before they come for us..."
06:56 donabella09    : /me throws dat money* 
06:56 donabella09    : /me makes it rain* 
06:56 xSpiderMan     : "Its gonna be pee-pee pants city here, real sooon
06:56 donabella09    : nu!
06:56 donabella09    : YES!!!
06:56 xSpiderMan     : Tek still on
06:56 donabella09    : XD
06:56 xSpiderMan     : xD
06:57 xSpiderMan     : "All life is precious."
06:57 xSpiderMan     : "Hey, Michonne did steal your peanutbutter bar..."
06:57 donabella09    : and it was faking delicious
06:58 xSpiderMan     : ...
06:58 donabella09    : X3
06:58 donabella09    : what chu doin?
06:58 xSpiderMan     : "Dont worry, I didnt shoot her brain, she'll be back!"
06:58 xSpiderMan     : "Its all better now...."
06:58 xSpiderMan     : Im saying twd quotes
06:59 donabella09    : why?
06:59 xSpiderMan     : "My name is Paul, My friends call me Jesus"
06:59 xSpiderMan     : Idk dona
06:59 xSpiderMan     : "Fucking pitpocket"
06:59 donabella09    : oh sht XD
06:59 xSpiderMan     : /me said FUCK YOU 
06:59 donabella09    : XD
06:59 donabella09    : fak chu too
07:00 xSpiderMan     : "Duane, He turned"
07:00 xSpiderMan     : "Your son, he alive?" "Yea." "He will die..."
07:00 xSpiderMan     : "Everyone dies"
07:00 xSpiderMan     : "HE HAD THE GUN!"
07:00 xSpiderMan     : "Kill me... PLEASE!"
07:00 xSpiderMan     : NE,O
07:00 xSpiderMan     : NEMO
07:01 xSpiderMan     : k fuck u
07:01 donabella09    : ...
08:13 donabella09    :  placed a sign @ 1_9: x-6076, z-911
  _______________
  ---------------
08:13 donabella09    :  placed a sign @ 1_9: x-6076, z-910
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6076, z-909
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6075, z-908
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6074, z-908
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6073, z-908
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6072, z-909
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6072, z-910
  _______________
  ---------------
08:14 donabella09    :  placed a sign @ 1_9: x-6072, z-911
  _______________
  ---------------
08:15 donabella09    :  placed a sign @ 1_9: x-6073, z-912
  _______________
  ---------------
08:15 donabella09    :  placed a sign @ 1_9: x-6074, z-912
  _______________
  ---------------
08:15 donabella09    :  placed a sign @ 1_9: x-6075, z-912
  _______________
  ---------------
13:09 DiamondMaster03: hi?
13:25 DiamondMaster03: hi!
13:25 donabella09    : hey
13:26 DiamondMaster03: its DiamondMaster03 here
13:26 donabella09    : ik
13:26 donabella09    : :3
13:26 DiamondMaster03: ??
13:26 donabella09    : dammit XD
13:26 DiamondMaster03: wat happend
13:26 donabella09    : tek added a new thing
13:27 DiamondMaster03: ok
13:27 DiamondMaster03: LOL
13:27 donabella09    : fakin tiki rigged it T^T or that ur invincible
13:27 DiamondMaster03: ?
13:28 donabella09    : XD
13:29 DiamondMaster03: someone stop that killing machine
13:29 donabella09    : nah
